من
وإننما
درر
المولى
دهرن
معن
حول
نورن
جلل
وكن
تركت
المدى
أهله
فضله
هواه
الفراق
وأين
أخي
فلقد
أخا
بيض
بعدها
لعمري
تجد
ولما
السرور
زهر
العلوم
وصل
مهجتي
ألف
هام
كانوا
الفكر
وابن
صدر
ألقى
موسى
أمير
لكلل
دمن
أخو
أبى
البشر
عننا
الكلام
فلمما
مقام
الددنيا
مجد
ريح
جدد
الذكر
الفخر
جاءت
الحزن
فلست
بعيد
لديك
الإمام
لكل
أيام
رأت
سماء
الأفق
كأنه
ولمما
خلت
وفيه
إنما
البرايا
بذاك
نظرت
إننما
س
حل
زمان
المسك
الجهل
يأتي
الشرق
غدن
إذن
حقن
شرف
أشكو
أنس
وبه
وقلت
غاية
الألى
وافى
خلقن
ربي
التقى
الوجه
النهى
شرفن
عمر
أننني
وجدت
البعد
جميل
العرش
برد
بعدك
يلقى
وجدي
وجدن
عظيم
هكذا
عليكم
يعرف
جئت
خلف
الآمال
وجد
حرر
عز
العزيز
جعلت
قلوب
سنا
الربيع
كريمن
الكتاب
أمن
هنا
الجوى
الإنسان
كأس
حالي
جاد
ها
كلن
مثلما
الضحى
ء
جرت
أنتم
يبدو
والقلب
يديه
الفجر
العباد
أجل
كرمن
صبرن
بذي
الحكم
كأنها
يبقى
والدهر
واحدن
قدمن
دع
محممدن
ذكرت
مالي
يوما
تلقى
كفى
الأمير
المعاني
حللت
أرضن
فان
وإني
حسنه
رمى
العالمين
سل
زمانن
بال
اذ
حق
سرت
حديث
الأسد
الحال
أننها
او
النجم
ظهر
النبيي
نيل
يزيد
الهنا
سمعت
العصر
شيئن
مكان
الحلم
كاد
المقام
إمام
القضاء
الهجر
قامت
تر
ضاق
الغرر
الأعادي
طرف
فرط
الطير
جسمي
البان
ماله
أحد
حبيب
كأنني
أر
صدق
الدموع
بحسن
وجهن
شمسن
أهلن
وبعد
وكانت
مثلها
الحسين
أراك
عالم
فإننه
جنى
وكذا
الهموم
الصدر
الراح
كلا
والليل
وقلبي
سلامن
لذي
حقق
العليا
عبدن
الجنان
بلغت
شرر
يعلم
حاز
دنيا
وإنما
جميعن
الثناء
الحديث
النهار
جوده
قومي
جار
طلب
العقول
عيد
صرف
حب
عرفت
عنكم
أقام
الرأي
أهلها
خوف
أمما
آخر
تك
النيل
برق
وقت
نوره
صبري
مولى
أتت
واحد
صفا
يسعى
مالك
نلت
ظل
الفخار
كذاك
عدد
بهنن
دمع
فخر
يدري
والناس
نجوم
الجبال
العظيم
عمما
سوف
للناس
وقفت
نرى
القطر
أرجو
نسيم
العراق
الغصن
الددين
كللها
ملء
بقلبي
الخمر
جد
دمي
الوفاء
الخلد
أعظم
مممن
القريض
الغرب
الجسم
بهذا
عيش
السحاب
طرفي
دارن
ثغر
دهر
ولكم
المختار
جود
المكرمات
دنا
ق
وجهك
صبن
الديار
ردد
السعد
أفق
خلا
نظم
أمره
بأبي
فاق
وهنن
القرب
لسان
عرف
قدرن
الكأس
أحدن
نشر
أضحت
يجد
الأرواح
حزنن
بيني
الشيب
ليست
سيفن
عذب
أهوى
كففه
الصفا
وادي
عما
العبد
أدري
النندى
حبيبن
يكاد
فوقه
عاش
الرياح
حملت
فإني
الددجى
أجد
القمر
الحسان
فكلل
الآن
حسنها
وراء
قم
الأنس
ليالي
قمرن
طه
حرب
بأنن
عهدن
رعى
يزال
تبكي
دائمن
علين
الظلم
لهنن
بدد
حياة
طالما
الودد
ممن
جانب
عندك
الرضا
صرت
جمعت
مر
قليل
هما
الكواكب
البرر
تجلى
أكن
المدح
الجفون
والمجد
غصنن
دهري
الرياض
إليكم
العيس
معشرن
ذكره
بعدهم
جمال
عمري
العزم
كثير
كرام
ذهب
والهوى
عجب
بيتن
الرردى
ساعة
السحر
سيد
الغصون
قريب
طورن
خذ
حببذا
أنها
فكن
فؤاد
اللليل
الملا
طلعت
عيشن
رأس
قرب
بكرن
القوافي
الطريق
إلهي
قولن
شهدت
ذنب
وردن
يحيى
أراد
المؤمنين
حربن
أييام
وسط
طريق
الوصال
غرر
قبله
صلاة
ترك
ولكنن
رحمة
أراه
حبيبي
منذ
شوقي
حينن
داء
النصر
لذاك
النوم
فهذا
وأصبح
القرى
كف
العيد
حالن
إلينا
الذين
همم
قطط
تبدو
فذاك
الهادي
وخير
النعيم
العز
يده
أوول
يرجو
الركب
ودع
أسد
حدد
إننه
القديم
هدى
الرسول
حسبي
أدنى
وصف
سنن
يقال
عندها
والذي
الخيال
بقيت
خدده
رغم
جل
مدد
بنات
ليث
وكأنن
حياتي
أكبر
المنون
وتلك
دمعن
يعود
يرضى
قليلن
علاه
العالم
يقضي
كمثل
الحوادث
لبنان
بكر
جودن
الحسام
صوت
بنى
رفعت
قط
وغدا
أردت
نداه
أبناء
فوقها
السرى
منى
وإلى
المزن
ندى
بالذي
أحبب
مضت
فخرن
هواها
يخشى
الفلا
تدري
آه
كبدي
أبدى
طرفن
عجبت
يدعو
قمر
حوله
ملكت
وأرى
الحديد
ف
الششمس
فيض
يبكي
خطبن
نجم
كرم
ح
واليوم
فأصبحت
العدوو
أحلى
تعالى
الخدود
حيي
طويل
حمل
عشت
عمم
يهوى
الشام
عزن
برحت
أسود
سوء
كلله
ظلم
منزلن
سيدي
نجد
فإنه
سحر
الثغر
ولها
مدح
يوسف
المعروف
فلما
الشيخ
السيوف
الدرر
كتاب
حبذا
فلك
ظلام
الصبابة
حلو
وذو
صبا
إليهم
وقالوا
روضة
وال
أبن
يهدي
الثنا
العود
بيضن
خطب
فأصبح
مررت
معي
الليث
حر
التراب
بيضاء
الغيب
أهدى
رجلن
المشيب
كللهم
محمدن
رأينا
وأيي
وحسن
بعين
ينال
كلها
زالت
وذي
جنة
يشكو
وربب
يمشي
رياض
الوادي
زمن
البيان
امرئن
الآفاق
كسرى
إنه
الوفا
ملوك
بديع
شديد
يبدي
عندهم
أخرى
لعمرك
دجى
مصرن
الجياد
دولة
سعدن
أثر
نفسك
سلطان
هنالك
والبدر
حكى
محممد
الرسل
الحقيقة
عمرو
بتت
يعلو
رجال
والعلم
المدام
عندما
فكل
جيش
راق
ذنبن
غيري
طرفه
والموت
يرجى
آن
جهلن
خمر
أتيت
فاز
بحيث
فؤادن
رجالن
سواد
وأنتم
أبكي
عهدي
شعر
قدم
برقن
عام
منهما
صبر
العذب
إله
غرو
الخلافة
الوجوه
شيخ
فغدا
درى
أقصى
الحي
نزلت
صدري
بكى
وذلك
سرن
بلى
ضوء
كمن
الننوى
يبغي
لغير
نصر
لأهل
لقيت
ويوم
وترى
صروف
الننفس
نعمة
صوب
فيي
الكرم
عصر
القبر
سلمى
القضا
يقوم
بابن
جعل
جيد
الأسود
عينه
حببه
الأذى
سائر
أودى
يحكي
خلقت
عرض
يديك
أناسن
وإلا
طرق
لهذا
ذرى
وعد
الكفر
تبقى
حيا
الخدد
خلقه
الأولى
منزل
سمت
غيث
حي
وجود
قطع
تكاد
خليليي
تأتي
أخذت
تعرف
المحبب
شمل
بنفسي
الحرر
أبقى
عم
سبحان
ضاع
الجوو
الهلال
تهوى
حسب
أننى
بالفضل
أبدا
الأقدار
فردن
شر
ع
حديثن
دموعي
رببي
أغرر
راحة
الجلال
البر
طربن
شعرن
أشرقت
أبت
الجدد
ظلمن
رأين
جلا
وقام
الجيش
وانظر
مشى
زمنن
ماجدن
بذا
تاج
الششعر
ضاقت
الصلاة
اني
قولي
الفقر
يداه
الإحسان
انت
سلم
رضيت
الوزير
قلل
باسم
رأوا
طابت
والفضل
عذر
فقالت
نجل
علاك
قصد
قتل
فيمن
مجده
ريب
وجهها
مثلك
اللهو
الحزم
الجواد
أفضل
بشرى
بعيدن
أبصرت
ومنه
كذلك
الهمام
مقلتي
قدره
قطعت
صبح
فانظر
نورها
حماه
النساء
قصر
لقلبي
امرؤن
ودم
ضرب
وعاد
ي
الغيد
ظفرت
الحشر
الغواني
لهفي
حققن
أصل
الرجاء
فأين
كأني
البيد
غريب
وبها
ثوى
الزمن
أخن
القصد
حكمن
سعى
رأي
الفتح
العفو
ولن
الترب
البرية
مالكن
وقع
غيرك
قديمن
عمرن
العوالي
در
بلاد
السير
عود
يلوح
درن
وفيها
فكري
الشكر
ليلةتن
يريد
يغني
عيسى
أبيت
إننا
بخير
روحن
أسدن
ويح
أوفى
مالن
سعيد
آدم
أقبلت
بكيت
الآل
الأقوام
تعلم
قلبك
الأحباب
الفرد
يرد
الشهب
أصاب
الوداد
قبر
هب
شهر
أخشى
صدقن
حلا
الأعلى
يسير
الدر
بعدي
لساني
معشر
الفضائل
لكنن
آثار
لى
نظر
ليتني
يطلب
بشرن
فاض
الصديق
صادق
يخفى
زماني
الأملاك
خليلي
رآه
حان
الهند
والأرض
الغدر
طررن
البلى
كله
وها
حرن
ومذ
أعين
السر
عندنا
المسلمين
الشعب
دموع
الفلك
وخذ
وللى
دارت
بيد
العذار
عالمن
الهيجاء
فها
الخبر
ورق
خلل
أحيا
بلغ
فات
الأمين
الربى
يقولون
يردد
هجر
سناه
الأمم
يعد
نأى
سهم
ضياء
الرشد
لولاك
وأنن
ض
لاحت
البأس
ينفع
أليس
عقل
الغر
السعادة
اليأس
أخذ
سبل
أول
نام
بشر
ساد
قريبن
العلاء
ولئن
الخلائق
ضلل
وصار
ومتى
عامن
صلى
لبست
اليك
عد
داعي
طالب
ربع
والشمس
تدع
رببه
حفظ
حبن
أجلل
يدع
الفضاء
نهج
اللقاء
سألت
يجود
فرد
آية
أنسى
الرأس
بعدكم
إمما
العقد
فكنت
يدر
ناظري
العذاب
اليه
الجميع
ثغره
رجل
صدور
السحب
أشرف
اللذين
جنح
ليلي
صعب
فأنا
قومه
طعم
عدا
ظنن
عزيز
الكل
روضن
صفو
شكر
خوفن
سبب
توللى
لكي
تجللى
موضع
فإننني
ماضي
زين
البريية
خلال
وهب
الباب
ركب
زار
ظهرت
المحاسن
صاحبي
أدر
بذل
عفا
فصار
تسمع
والجود
المنازل
كالبدر
ذكرن
نجدن
عدلن
الأخلاق
دينن
بطن
حبل
حلمن
نادى
ند
تزهو
الحادثات
قديم
عزيزن
حكمه
لولاه
مولانا
أعطى
ديار
سارت
شرب
صدره
سحرن
محمود
محاسن
عاشقن
بكت
الذنب
قائلن
مسكن
بعثت
تقل
دائم
قبلي
ماءن
عدل
وآخر
ذهبت
تهدي
ظاهر
شك
جميلن
للورى
يحمل
حليف
القوى
ملأ
للمجد
موت
كلام
هببت
لأن
الضلال
الأصل
كنا
يروي
غرامي
وجوه
يرعى
بردن
مهلن
رأسه
وفى
ذكرى
ضرر
اللقا
لبس
غنى
يدا
نداك
عدت
وصلت
هزز
تبدي
فعله
معه
دمت
كأسن
كلهم
الأوطان
ظبين
طار
وحده
بالعلم
حوت
الصب
وأصبحت
أكثر
المطايا
بالأمس
كادت
فلي
يرمي
لكان
شكرن
الرماح
بنور
جديد
والندى
طيف
ظبي
الكماة
ركن
إننني
بينها
وبي
خبر
قف
وعند
عيب
ذلل
اللليالي
غبت
لون
أمام
العشق
ترضى
سود
بد
شاهد
نزل
الحروب
الآداب
صاحبن
إثر
طالبن
وجاء
أعزز
لذا
ة
كوكب
وقالت
تزال
رأيه
قضيت
رقق
كالشمس
رد
أقبل
ولك
أتاني
الخليل
الخوف
العقيق
طالت
تمم
صبحن
يمين
القرآن
هاتيك
وإذ
كرامن
أزل
سييدن
البعاد
الجوزاء
أس
يدعى
أمست
يدوم
شأن
سهام
يسمو
أسير
وغير
آيات
يدرك
الصيد
الأمن
بغداد
المهيمن
كننا
تريد
يسري
منازل
قطب
رفع
إنسان
الخد
يسمع
الصدور
حبه
شكك
ألست
سواها
ولكننه
واللله
تحمل
أملن
طوى
بهجة
العذول
الأمل
عثمان
الحسود
أتاك
يبلغ
العذر
سرورن
طلبت
غد
وقف
لكنه
أبيض
انا
جهل
والآل
تلق
فرع
تحكي
عدم
سييد
الوعد
شبه
الداء
أمري
فدع
الكتب
أراني
فتح
فم
الأشياء
باتت
الرضى
النقا
ظلمة
ترمي
مليك
فإننك
طيي
صب
الورق
إننها
قريشن
تراني
فكأننما
صادقن
طوع
الجفا
صللى
بماء
قطر
غيرها
خاب
شغل
ملكه
وعليه
تعلو
نصرن
حرم
ملأت
وهذه
أرضى
الضلوع
العفاة
عفون
المنير
جمر
بفضل
أتاه
والماء
المعارف
أننا
هلال
الأبطال
عيدن
يجلو
سيفه
صحح
يخاف
العذل
الأكوان
البكا
قيسن
البحار
عقدن
يفعل
نحوه
مدحي
السبيل
لابن
وكذاك
مررتن
شهد
إمامن
واجعل
لعلل
فعلت
الغزال
علقت
الجليل
دما
عالي
أبلغ
ترد
وسل
الشرر
منن
الأجفان
المليك
ليثن
عادت
مد
يعطي
السعيد
ام
وأهل
شاعرن
العالي
الروع
عينيه
حلم
ساعتن
والبحر
معدن
الحر
البكاء
البقاء
جلت
سحب
العظام
بدار
الززهر
أبعد
مدحن
يبيت
جوى
لظى
فخذ
واذا
السعود
الشريف
أرباب
فرق
سال
جادت
هنيئن
تمشي
لجج
صورة
سليمان
الصصبر
أننك
فإننما
علن
تسعى
نعمن
فلن
السرر
اسم
ربه
الأحشاء
الصبب
بذلك
بابه
والقنا
المديح
طير
حالة
علمه
اللسان
انظر
تخشى
الود
جوهر
وبات
يزهو
القدم
باللذي
دليل
الملام
ابنة
جفني
الأدب
قسمن
كتب
المبين
حلت
جفوني
رحب
وعدت
شاعر
الفعل
اليقين
فضلك
الوشاة
بالهوى
الصدق
الغضا
حد
نظمت
الأبصار
عظم
سمع
الشرف
البديع
جمعن
تبغي
كأننهم
تعود
رجعت
مولاه
وطورن
أمل
يحمي
الحياء
مسك
السسماء
فمتى
الغريب
كفه
أمضى
غيثن
قصرت
خدن
الهم
تسمو
يجمع
قبلها
والمرء
كثيرن
أيضن
كشف
يظهر
ألمم
المرتضى
لوعة
هاشم
يمضي
يطيب
حبي
العداة
فصل
أمين
رفقن
ليلتن
عهده
أبيه
كأننك
وحين
علت
شمم
ير
بينهما
الثثرى
غزالن
جننة
الجفن
حببي
فتلك
إنها
حمدن
بعدن
دامت
جناح
لام
فالله
الظلماء
سهل
تنال
عجل
الرجا
عزمن
اسمه
شربت
وجهي
قلوبن
بالسيف
برن
النوال
عزم
روى
كؤوس
حمام
منهنن
هنن
شوق
تشكو
أخاف
دعوة
الأغصان
الكلل
ربنا
وكأننما
حكمة
حييت
الذنوب
يشهد
عقلي
البدور
المنام
رفيع
الألباب
سامي
الررجال
تعد
الجو
تدعو
خيل
يميل
والدمع
عل
حولها
جمالن
يحلل
طوعن
جو
خطط
والحمد
رسم
البسيطة
نشرت
ترجو
يحلو
دينه
يعدد
فعلى
ثياب
دهره
الحبر
سيما
أملي
غدوت
أنك
جوادن
فليت
تردد
كمال
وزاد
الجوانح
المعنى
عاذلي
وراح
الهوان
بالوصل
وصلن
نحوي
دماء
جودك
حببها
ضربت
شأنه
وردت
الملاح
كلاهما
رتبة
أنسن
الددمع
للذي
جسم
أقل
يثني
الحسنى
بالحسن
بيوم
وحدي
سبق
سيوف
دعاني
البعيد
فديتك
اللحظ
وإللا
الكرب
تلقاه
الممات
يحسن
موقف
الإيمان
ضربن
جور
التهاني
يقل
شعب
هد
شتتى
سكن
قمت
فارس
الهام
مدحه
أبهى
وكفى
فذا
فؤاده
الوقت
الكبير
تم
سنة
المحل
عامرن
يشفي
نفوس
علما
الوحي
علموا
عذرن
عرش
حنين
الضيم
لكننه
بر
مقامن
الصصبح
الششباب
أشدد
صنع
خيال
أسفن
أحمدن
ومضى
أخلاقه
ضمم
مقيمن
منتهى
الأنوار
البرد
كنز
ميتن
أريد
الجبين
السامي
انن
سواء
السقم
يرجع
عمدن
يموت
وغدت
الصصباح
صارت
بأسه
السمر
سحاب
مول
محاسنه
اليمن
السلم
والخيل
النظم
سهمن
ساق
سمر
مذهب
العرض
الترك
سائل
جسمه
تسري
وكلن
وأتى
وبعض
يأبى
الدماء
أعني
الحجر
الشرك
السؤال
متن
قوله
بقاء
آمالي
ونار
شرع
والدنيا
صالح
فاليوم
هند
الروم
الباري
فكر
حجر
أمة
كتبت
يذكر
شعره
بدور
هاج
سبقت
الحجى
وددي
داره
بليت
أترى
سرور
حيين
اللوم
جارن
الماضي
بروحي
بالجود
نصب
جسمن
ضمن
عندكم
حزن
ذاب
البلاء
نظام
بأسن
والأمر
القبول
تحته
طاف
الل
العاشقين
مددت
قيس
لطف
طفلن
أقوى
ستر
معاني
نبت
سناها
العهود
عذاب
ذوو
الفناء
سكر
أحاديث
رببنا
الحصى
لاقى
الحرام
خالدن
عدمت
معا
دعوت
حيثما
ودد
أنوار
فإننها
نطقت
دعاه
يقبل
يجدي
وصفه
الأشواق
للهوى
حضرة
يروم
عذبن
ومالي
الخال
أكون
نعمةتن
تراها
الخلود
إبراهيم
أهلي
أولي
دوني
والعين
طلق
والعلى
السسيف
كعبة
يترك
ترعى
خاطري
شموس
فله
أفي
جبل
وطيب
فلولا
إلي
وهيهات
عرضت
العطايا
تحسب
عرضن
العنا
تلوح
يمينن
سمعي
المحامد
كنتم
فكانت
صبب
تذكر
نجمن
أسنى
كا
الكاس
وحسبك
أعلم
لحظ
والنفس
رضاك
جنن
انثنى
الظبي
الجار
عينيك
صباح
جدن
تبق
غرامن
فقدت
شدد
شخصن
وحقق
دررن
عيونن
صاحبه
تدر
قيد
تجود
محبن
أعيا
جامع
الحور
الصخر
ذيل
أبالي
كيد
للدين
أضاء
الفعال
فعاد
طائر
بالمنى
العام
كفن
لديها
زهرن
ولد
سعيدن
أجرى
القصر
عشر
حسامن
وقيل
ناب
الممالك
خده
السمع
وبدا
أزكى
ربيع
سطا
الططرف
ذنبي
عليا
ناصر
يطول
الدم
جبينه
حار
الخليفة
شاب
بياض
بأس
الذرى
يفوق
الجاني
ناظرن
حرام
رجاء
البيضاء
شقق
حادي
كتابن
همن
ورببما
جهد
نظرة
عذراء
ثوبن
عار
طيبن
صالحن
حمد
سليم
عدون
داءن
ناظر
جملة
جليل
مطلع
زان
الفرات
خال
المقال
التصابي
فارقت
المحب
أب
السوء
الأخرى
يفنى
ولكنه
سليل
وطاب
شاد
جنان
خاف
الغاب
الجمع
واحذر
كيما
صبابتن
ونعم
جيشن
طبع
هول
الننهى
فاح
عزمه
خفت
وطالما
رق
ذاق
همامن
متت
الأول
أغنى
فكأنن
كنن
تسير
كاس
جعفر
للقلب
رحمتن
الحميد
يفيض
القوام
ولنا
بعيني
المطيي
الجهاد
الجور
الكفف
البلا
عجبا
فأضحى
والعيش
نظرتن
البطل
رميت
واعلم
النظر
وآله
الحساب
فنن
لديي
صح
هبب
حلفت
تدور
بمثل
عقلن
لين
أدمعي
هلا
الوداع
العشاق
ذقت
خلفه
عمره
دعوا
طلعة
باسمه
وأخرى
يمينه
يذهب
خليل
وماذا
بطيب
والتقى
للعلم
صافي
المنيية
صارمن
الطيب
جانبن
البشير
حماها
وهكذا
خطر
والعلا
شهب
ينادي
طبعن
همام
طرب
كذب
الجاه
مليكن
وأما
أمس
الأحببة
الجناب
الرجل
يروق
وأكرم
فضلا
يراه
عقود
نهر
المها
الأحزان
خيالن
يقطع
يضيق
لحظه
بقلب
وكأن
عمن
صديقن
دعني
أسرى
منع
زها
صدرن
ثغرن
ميت
البخل
السلطان
شيخن
سير
صباحن
لعيني
الفقير
وعندي
اليدين
رنا
ونور
عبدك
شرقن
عجيب
الفردوس
الشهم
أقمت
مقلة
واللذي
كامل
كواكب
الرحيل
حاشا
سلل
جاهلن
شيم
حسام
العششاق
شكوت
وأهله
حياته
أطيب
والدين
بلدن
الأفلاك
هاشمن
جواد
نوى
عيناك
سلمت
القدس
طالع
يريك
شفاء
فذلك
الثرييا
شبابي
سقم
رددت
صفات
الغير
كففي
رببك
العجب
وعين
انه
رأسي
غريبن
سوق
جفن
طويلن
وعدن
تطلب
الثريا
فيهما
ليوم
مورد
سائلن
دان
كوكبن
حسنا
تنظر
الرمل
المفاخر
ماضن
إحدى
أصلن
عطف
الرمح
الوصف
أذى
أسر
نعمى
أنعم
حاله
الشر
فمي
تقضي
وفيك
ركبت
يمنع
حمر
العدو
المراد
وحيث
البغي
الوليد
بالعدل
الجد
البنان
نسبن
روحه
فرض
يطير
الأجل
كانا
ظاهرن
القبور
أننهم
فنحن
للعين
عظيمن
تأبى
قلنا
تغني
بالخير
مخافة
العتاب
مشرق
ورأى
فرحن
نبا
قضت
ثاني
اللوى
شهمن
أمان
الظظلام
صرعى
أنف
رجائي
القصور
شخص
خبرن
عبيد
يسر
طاعة
الأحلام
أعجب
ودون
واسع
فغدت
مالت
الأحياء
السقام
ربن
طوبى
الذلل
الشرع
الضمير
جال
جننتن
سهلن
فارسن
فراق
للمرء
مثلن
حور
عاشق
عودن
الأمان
الرفيع
شكوى
شان
امر
تمرر
نعيم
لديهم
وا
عيشي
تسل
رأيتك
ورده
أنفاس
رقيق
بفضله
تميل
ربك
الفلاة
السماح
بقايا
الننجوم
الصدود
ذاته
الأحرار
الضضحى
الفوارس
الأسرار
تالله
ورب
بذكر
زيد
الشعراء
سييدي
عمل
الظبا
الغيي
باقن
شكا
نيران
الرقيب
امرؤ
مجدك
برزت
ورأيت
الشبيبة
خطرت
الحجاز
حولي
أسعد
بنار
أروع
قوس
بأرض
ساء
ثلاثن
الددرر
المكان
حقيقة
معناه
نبي
خمرن
ومنهم
حمراء
المدامع
حقا
أنهم
طود
الطبيب
خذها
الننفوس
فلله
شكري
الخضر
مقيم
قتيل
نصيب
بالماء
فسل
غزال
ضل
الاله
علل
بادي
تخف
صرفن
فكأنما
ظلال
وقتن
وفوق
نعمتن
لنفسي
نأت
تخال
محض
فصرت
ولكنني
راحتن
طوال
الغداة
صفاته
اليد
الأيادي
دمشق
الرزق
فإنك
ليله
نسيت
نوح
حببن
عطفن
التمام
أطراف
بيته
يرفع
ولاح
الواحد
حكت
شجون
فتحت
الششوق
النقع
هلالن
النائبات
السسرى
بعدت
كفاني
العدم
حذار
مهجة
يملأ
وطال
الأفراح
سالمن
يمرر
القطا
يزداد
البلد
عذري
غصون
بنيه
ينكر
قرن
يعيش
تحتها
تمضي
جاز
العزاء
نسب
يغدو
تسامى
عفت
لفظه
صمم
سلا
الأنجم
ماجد
بحار
خدد
السيد
جماله
أمنن
قربه
بارق
حسناء
اليمين
ينظر
الهناء
تيهن
طيبة
ومنها
الخصر
تفيض
نفع
السبع
الكبر
العرف
أعد
ثرى
عارضن
جبريل
الملائك
حبا
بمثله
زهت
فيهنن
نفوسن
حببك
سوءن
السماك
فإنما
نشوان
حماك
أبدت
سقمن
والسيف
عبده
حذر
وطول
فعلن
الكلب
زمانه
أعلام
موتن
دونك
منظرن
أوج
قتلت
تجلو
المزار
النعم
السنين
غبب
لواء
وليت
فللله
بوجه
عززن
واضح
عنان
عدن
وطني
تزيد
العسر
ظالمن
جدده
